id,effect,internal_name,introduction,name
185,"该特性的宝可梦可以在一回合内，使用同一攻击招式两次。除部分招式外，使用攻击招式时，第二次攻击的伤害为第一次的1⁄4。
- 拥有该特性的宝可梦尽管受特性影响使出了第二次攻击，招式仍然只消耗1ＰＰ。
- 命中判定只会进行一次。若第一次攻击命中，第二次攻击不会因为命中率的原因无法命中。若第一次攻击未命中，第二次攻击不会发动；
- 击中要害判定两次攻击独立进行；
- 伤害随机数判定两次攻击独立进行。
- 固定伤害类招式会攻击两次，并且两次攻击的伤害相同；
- 愤怒门牙、自然之怒会攻击两次，并且两次攻击都会将目标的ＨＰ减少至当前ＨＰ的1⁄2，最终将目标的ＨＰ减少至原ＨＰ的1⁄4；
- 使用后下一回合自己将无法动弹的招式会攻击两次，次回合正常进入不能行动状态；
- 反作用力伤害的招式会攻击两次，对自己的伤害根据两次攻击造成的总伤害计算，并且在第二次攻击之后再进行结算；
特别的，拥有该特性的宝可梦使用挣扎也会攻击两次，但最终只会扣除使用者最大ＨＰ的1⁄4；
- 金属爆炸、镜面反射、双倍奉还和忍耐会攻击两次，第二次攻击的伤害不会降低；
- 精神波的随机值判定两次攻击独立进行，第二次攻击的伤害不会降低；
- 震级的随机值判定只会进行一次。第二次攻击的震级与第一次攻击相同，且伤害会降低为1⁄4；
- 第二次攻击的威力不会因第一次攻击适用额外的连斩、轮唱、回声、节拍器的威力提升效果。受该特性影响的宝可梦作出的追加攻击不计入总次数。
- 拥有该特性的宝可梦第一次攻击若受木乃伊影响特性变为木乃伊，或受咒术之躯影响陷入定身法，仍会适用该特性的效果使出第二次攻击；
- 如果该特性宝可梦第一次攻击因王者盾牌等招式没有使用成功，则该招式的效果（降低攻击）只会发动一次，降低1级攻击。
如果这一招式拥有追加效果，这一追加效果也会连续判定两次，例如：
- 使用增强拳会连续攻击两次，提升2级攻击；
- 使用咬碎会连续攻击两次，每次都有20%概率降低目标1级防御，最终将有32%概率降低目标1级防御（20%×80%+80%×20%），有4%概率降低目标2级防御（20%×20%）；
- 使用岩崩会连续攻击两次，每次都有30%概率使目标畏缩，合计有51%概率使目标畏缩（30%+70%×30%）；
- 具有副作用的招式同样会判定两次，例如使用臂锤会降低使用者2级速度；
以下招式的追加效果在第二次攻击时即可发动：
- 使用恶意追击时第一次攻击造成伤害的情况下，第二次攻击恶意追击的威力会变成2倍；
- 使用盐水时如果第一次攻击使对方的ＨＰ变为1⁄2或以下，第二次攻击时威力会变成2倍。
以下招式的特殊效果会在第二次攻击之后才发动：
- 秘密之力；
- 喷出；
- 巴投与龙尾的强制离场效果；
- 急速折返与伏特替换的退场效果；
- 治愈异常状态的效果（例如唤醒巴掌、清醒；对处于冰冻的宝可梦使用火属性招式、热水、蒸汽爆炸同样不会使其立刻陷入灼伤状态）；
- 移除道具的效果（例如小偷、渴望、虫咬、烧净、啄食、拍落、自然之恩等）；
如果在上述招式在第一次攻击之后就使目标的道具满足发动条件，那么目标会先消耗道具，导致之后特效无法发动；
- 击落和千箭齐发的击落效果；
- 高速旋转移除入场可生效的状态的效果；
- 绑紧招式的束缚效果；
- 千波激荡的无法逃走效果；
- 等离子闪电拳将一般属性招式变为电属性的效果；
- 燃尽将自身火属性变成无属性的效果；
- 合体招式产生对应场地的效果；
发动合体后的招式时，拥有该特性的宝可梦只有后使用合体招式才会使出第二次攻击。
- 美洛耶塔使用古老之歌的变身效果。
该特性不发动的情况包括：
- 在双打对战、三打对战中，使用能够命中多个目标的招式（地震、岩崩等）时，招式范围内存在多只宝可梦。
无论招式是否命中所有目标、是否属性相性无效、目标是否处于守住状态、目标是否包括同伴，特性都不发动。
使用招式时，若招式目标仅剩一个，特性会发动。
- 蛮干、投掷、滚动、冰球、极巨炮；
- 礼物、花粉团的治疗效果；
若这些招式造成伤害，则特性正常发动。
- 造成自身陷入昏厥状态的招式；
- 蓄力的招式；
- Ｚ招式；
- 一击必杀招式；
- 因混乱对自己的伤害；
- 连续招式；
- 变化招式（通过使出其它招式的招式使出攻击招式的情况除外）。
其他方面该特性的判定适用连续招式的判定。",parental-bond,亲子俩可以合计攻击２次。,亲子爱
186,"拥有该特性的宝可梦在场时场上所有宝可梦使用恶属性招式的伤害×4⁄3。
- 场上有多只该特性的宝可梦时效果不会叠加。
- 拥有气场破坏特性的宝可梦在场会使得该特性效果逆转为全场恶属性招式伤害×3⁄4。
当拥有该特性的宝可梦登场时会出现提示：[宝可梦的名字]正在释放暗黑气场！",dark-aura,全体的恶属性招式变强。,暗黑气场
187,"拥有该特性的宝可梦在场时场上所有宝可梦使用妖精属性招式的伤害×4⁄3。
- 场上有多只该特性的宝可梦时效果不会叠加。
- 拥有气场破坏特性的宝可梦在场会使得该特性效果逆转为全场妖精属性招式伤害×3⁄4。
当拥有该特性的宝可梦登场时会出现提示：[宝可梦的名字]正在释放妖精气场！",fairy-aura,全体的妖精属性招式变强。,妖精气场
188,"当拥有该特性的宝可梦登场时会出现提示：[宝可梦的名字]压制了所有气场！
拥有该特性的宝可梦和拥有妖精气场的宝可梦同时在场时，妖精气场效果发生逆转，双方场上所有宝可梦使用妖精属性招式造成的伤害×3⁄4。
拥有该特性的宝可梦和拥有暗黑气场的宝可梦同时在场时，暗黑气场效果发生逆转，双方场上所有宝可梦使用恶属性招式造成的伤害×3⁄4。
拥有破格、涡轮火焰与兆级电压特性的宝可梦使用妖精属性与恶属性招式时，气场破坏特性仍会生效。
使用基格尔德多面体能改变基格尔德特性为群聚变形（第八世代起）。特性胶囊和特性膏药对基格尔德无效。",aura-break,让气场的效果发生逆转，降低威力。,气场破坏
189,"当拥有该特性的宝可梦登场时，天气转为大雨，直到该宝可梦离场、失去该特性，或被德尔塔气流或终结之地覆盖。
大雨无法被更改为其他天气，除非是因为德尔塔气流或终结之地。",primordial-sea,变为不会受到火属性攻击的天气。,始源之海
190,"当拥有该特性的宝可梦登场时，天气转为大日照，直到该宝可梦离场、失去该特性，或被始源之海或德尔塔气流覆盖。
大日照无法被更改为其他天气，除非是因为始源之海或德尔塔气流。",desolate-land,变为不会受到水属性攻击的天气。,终结之地
191,"当拥有该特性的宝可梦登场时，天气转为乱流，直到该宝可梦离场、失去该特性，或被始源之海或终结之地覆盖。
乱流无法被更改为其他天气，除非是因为始源之海或终结之地。",delta-stream,变为令飞行属性的弱点消失的天气。,德尔塔气流
192,"受到攻击时防御会提高1个等级。
- 连续招式每一击都会触发该特性。
- 由于混乱而攻击自身时不会触发该特性。",stamina,受到攻击时，防御会提高。,持久力
197,"当该特性的宝可梦为小陨星时，ＨＰ超过50%时，变为流星的样子，期间不会陷入异常状态和瞌睡。如果已经受到异常状态效果，则不会回复。
当ＨＰ变为50％或以下时，回合结束后变为核心，降低防御与特防种族值，提高攻击、特攻与速度种族值，可以陷入异常状态。",shields-down,ＨＰ变为一半时，壳会坏掉，变得有攻击性。,界限盾壳
198,该特性的宝可梦使用的招式对本回合替换上场的宝可梦造成的伤害×2。,stakeout,可以对替换出场的对手以２倍的伤害进行攻击。,蹲守
199,"拥有该特性的宝可梦受到火属性招式造成的伤害降低50%，不会陷入灼伤状态，并且水属性招式的威力变为原来的两倍。
已经处于灼伤状态的宝可梦因特性互换等招式获得此特性后可以治愈灼伤。",water-bubble,降低自己受到的火属性招式的威力，不会灼伤。,水泡
200,拥有钢能力者特性的宝可梦使用钢属性招式的威力会提高50%。,steelworker,钢属性的招式威力会提高。,钢能力者
201,"当ＨＰ因受到攻击变为1⁄2以下时，特攻会提高1个等级。该特性能重复触发。
- 若ＨＰ是由于间接伤害而降为1⁄2以下（如寄生种子、天气伤害、因混乱而攻击自身、生命宝珠等），该特性不会触发。",berserk,因对手的攻击ＨＰ变为一半时，特攻会提高。,怒火冲天
202,"天气处于冰雹或下雪状态时，拥有该特性的宝可梦的速度能力变为原来的2倍。
- 不具有冰属性的宝可梦仍会受到冰雹天气的伤害。",slush-rush,下雪天气时，速度会提高。,拨雪
203,拥有远隔特性的宝可梦使用接触类招式时，不会触发攻击目标任何与接触类招式有关的效果。,long-reach,可以不接触对手就使出所有的招式。,远隔
204,拥有湿润之声特性的宝可梦使用的声音的招式属性均变为水属性。,liquid-voice,所有的声音招式都变为水属性。,湿润之声
205,"在使出能回复ＨＰ的招式时，招式优先度+3。
只对目标回复而不对自身回复的招式也会受影响，例如治愈波动和花疗。
不会对水流环、扎根、寄生种子和分担痛楚造成影响。
不稳定回复的招式不受影响，例如礼物和花粉团。
造成场地型状态间接回复的招式也不受影响，例如青草场地。
能回复生命的Ｚ招式也不受影响，例如芳香治疗。",triage,可以率先使出回复招式。,先行治疗
206,"自己使用的一般属性招式会变成电属性，且威力变为1.2倍。
觉醒力量、自然之恩、制裁光砾、高科技光炮、觉醒之舞和多属性攻击这些会改变属性的一般属性招式会先改变自身属性，然后承受电气皮肤特性的判定。因此只要这些招式的最终属性不是一般属性，就既不会变成电属性，又不会被增幅威力。
具有此特性的宝可梦进入输电状态后，使出的一般属性招式会变为电属性但不会被提升威力。
具有此特性的电属性宝可梦使出的一般属性攻击招式具有属性一致加成，并且能消耗电之宝石增加招式威力。",galvanize,一般属性的招式会变为电属性。威力会少量提高。,电气皮肤
207,当对战场地处于电气场地状态时，速度能力变为原来的2倍。,surge-surfer,电气场地时，速度会变为２倍。,冲浪之尾
208,"弱丁鱼达到20或以上的等级时，在对战中出场时，若ＨＰ高于25%便能从单独的样子变为鱼群的样子。
- 在鱼群的样子的形态下，回合结束时，若ＨＰ低于25%则变回单独的样子。
- 在单独的样子的形态下，回合结束时，若ＨＰ高于25%则变回鱼群的样子。",schooling,ＨＰ多的时候会聚起来变强。ＨＰ剩余量变少时，群体会分崩离析。,鱼群
209,"如果具有此特性的宝可梦是谜拟丘（化形的样子），则画皮特性会防止任何攻击招式（包括Ｚ招式和极巨招式）或者混乱造成的伤害仅1次，并使谜拟丘损失1⁄8的最大ＨＰ及变成现形的样子直到战斗结束。
- 能够防止以下情况：
声音的招式和穿透特性宝可梦使用攻击招式的伤害；
连续招式的仅第一次攻击的伤害；
- 不能防止以下情况：
破格特性或者其他相同效果宝可梦使用攻击招式的伤害；
变化招式；
攻击招式附带的追加效果；
中毒、火海、沙暴等异常状态、状态变化和天气造成的伤害；
树果的ＨＰ降低效果。
与携带物品相关：
- 画皮特性发动时，防御方携带的弱点保险和伤害减半类树果不会发动，但其他道具如凸凸头盔、红牌、逃脱按键、光苔、雪球、球根、充电电池等照常发动。
- 画皮特性不能阻止气球被打破，不能阻止附着针的转移。
与替身状态相关：
- 在替身状态下受到除了声音的招式和带有穿透特性的宝可梦的攻击伤害时，替身会先防止受到伤害，而画皮特性不被触发。
- 在替身状态下受到声音的招式或带有穿透特性的宝可梦的攻击伤害时，替身被保留而触发画皮特性。
其他：
- 如果谜拟丘被浸水等追加或改变属性的招式改变了属性，则在画皮脱落时会恢复为原本的属性。
- 特性发动时如果使用双倍奉还、镜面反射或者金属爆炸，会对对手造成1ＨＰ的伤害。",disguise,通过画皮覆盖住身体，可以防住１次攻击。,画皮
210,"击败一只宝可梦后，攻击、特攻、速度上升一级。该特性一场战斗只能发动一次。
攻击、特攻、速度均提升至最大或者拥有该特性的宝可梦不为甲贺忍蛙时，该特性不会发动。",battle-bond,打倒对手时，与训练家的牵绊会增强，自己的攻击、特攻、速度会提高。,牵绊变身
211,"持有该特性的基格尔德・１０％形态和基格尔德・５０％形态，在回合结束时，如果ＨＰ为最大ＨＰ的50%或更少，就会变成基格尔德・完全体形态。
该特性发动前会出现提示：感到了强大气息的存在！
- 如果基格尔德在回合结束前ＨＰ重新回到了50%以上，则不能变身。
- ＨＰ直接降低至0时群聚变形不会发动。
- 由于“基格尔德・完全体形态”拥有更高的ＨＰ种族值，改变形态后ＨＰ和ＨＰ最大值会同时增加，保持损失的ＨＰ与改变形态前一致。
对战结束后变回原本形态时，ＨＰ最大值降低，ＨＰ高于最大值时会降低至最大值，低于最大值时不会降低。
- 携带基格尔德进化石的基格尔德只有成为完全体形态才可以超级进化成为超级基格尔德。
基格尔德在对战外不会自动转变形态，使用基格尔德多面体才能让它从５０％形态和１０％形态之间变换以及改变特性为气场破坏（第八世代起）。特性胶囊和特性膏药对基格尔德无效。",power-construct,ＨＰ变为一半时，细胞们会赶来支援，变为完全体形态。,群聚变形
212,"- 拥有该特性的宝可梦使用的招式可以令毒属性和钢属性的宝可梦中毒。
例如该特性的宝可梦对钢属性宝可梦使用变化招式剧毒，会让后者陷入剧毒状态。
- 毒属性攻击招式依然对钢属性宝可梦完全无效。
例如该特性的宝可梦对钢属性宝可梦使用攻击招式污泥波，不仅没有任何伤害，且10%中毒的追加效果不会触发。但会对毒属性宝可梦触发中毒的追加效果。
- 拥有该特性的宝可梦所布下的毒菱不会让毒属性和钢属性的宝可梦中毒。
- 拥有该特性的宝可梦自身会受到剧毒宝珠的影响。投掷剧毒宝珠或毒针也会让对手中毒。
- 拥有该特性的宝可梦自身不会因为对手的反射类招式或同步特性而中毒。
- 拥有该特性的宝可梦不会让拥有免疫特性的对手中毒。",corrosion,可以使钢属性和毒属性的宝可梦也陷入中毒状态。,腐蚀
213,"持有此特性的宝可梦不会陷入任何异常状态。
持有此特性的宝可梦在进行各类效果的处理时，视同它已处于睡眠状态。这代表：
- 无法成功使出睡觉。
- 可以成功使出打鼾和梦话等在睡着时才能使出的招式。但无法触发硬撑的伤害翻倍效果。
- 可以被食梦造成伤害。
- 场上有特性为梦魇的宝可梦的话，此宝可梦每回合都要损失ＨＰ。
- 受到唤醒巴掌的攻击会受到翻倍的伤害，不过并不会解除任何状态。
解眠药等能解除睡眠的道具对绝对睡眠无效。",comatose,总是半梦半醒的状态，绝对不会醒来。可以就这么睡着进行攻击。,绝对睡眠
214,"让对方使出会影响己方的先制招式失败，包含受到恶作剧之心、先行治疗或疾风之翼影响使优先度大于0的招式。
- 该效果与出招顺序无关。只要是先制招式，即使慢于优先度为0的招式使出，己方仍会受到该特性的保护。",queenly-majesty,向对手施加威慑力，使其无法对我方使出先制招式。,女王的威严
215,"拥有此特性的宝可梦在被击倒时，给对手带来与自身被最后一击之前同等ＨＰ的伤害。
- 如果具有该特性的宝可梦并非直接被击倒，那么不会给对手带来伤害。
- 如果具有该特性的宝可梦被预知未来或破灭之愿击倒，而且此时招式的使用者不在场上，那么不会给另外的对手带来伤害。
- 如果具有该特性的宝可梦被种子机关枪或飞水手里剑等连续攻击招击倒，那么将会带来从第一击到击倒前的所有伤害。
- 如果对手可以被具有该特性的宝可梦以此特性击倒，即使对手有气势披带，也无法保留1ＨＰ。
- 如果双方只有一只宝可梦的情况，拥有该特性的宝可梦被击倒但因为飞出的内在物造成对方同时倒下，拥有该特性的宝可梦一方算失败。",innards-out,被对手打倒的时候，会给予对手相当于ＨＰ剩余量的伤害。,飞出的内在物
216,"如果场上有宝可梦成功使出跳舞招式，其他所有具有舞者特性的宝可梦根据其速度顺序，依次使出相同招式。
- 如果该特性的宝可梦携带了突击背心，仍然能触发舞者特性，使用变化招式。
- 如果该特性的宝可梦携带了讲究头带、讲究眼镜、讲究围巾等道具，且自身已使用过招式，则虽仍能触发舞者特性，但招式会使用失败，除非其他宝可梦使出的跳舞招式与自身曾使用的招式一致。
- 如果该特性的宝可梦携带了讲究头带、讲究眼镜、讲究围巾等道具，但自身未使用过招式，则在触发舞者特性并使出招式后，当前回合再通过舞者使用的招式与自身使用的招式会失败，除非该招式与首次触发舞者特性时的招式一致。次回合，宝可梦可重新选择要使用的招式。
- 如果跳舞招式没有使用成功，例如属性相性无效、攻击目标处于守住状态；舞者特性不会触发。
- 使用破坏光线等招式后，因反作用力自身处于无法动弹的状态下，舞者特性可以触发。
- 使用蓄力的招式时，自身处于蓄力状态下也可以触发该特性。
自身处于飞翔、潜水等暂时不在场上的状态时不会触发该特性。
- 如果其他宝可梦使用跳舞招式的Ｚ招式，该特性的宝可梦能触发除Ｚ力量效果以外的效果。
通过舞者特性使出的招式不会被再次使出。
通过舞者特性所使出的多回合攻击类招式只会进行一回合攻击。
如果己方其他宝可梦使用作用范围为单体选择的跳舞招式，如果是对对方宝可梦使用，那么舞者特性的宝可梦会对同一个目标使用。
通过舞者使用的招式可以被化为己用夺走，通过魔法镜和魔法反射反弹。
- 被魔法镜或魔法反射反弹的跳舞招式，无论是反弹前还是反弹后都不会触发该特性。
太晶团体战中舞者特性会完全无效。",dancer,有谁使出跳舞招式时，自己也能就这么接着使出跳舞招式。,舞者
217,该特性的宝可梦在场时，场上全部同伴宝可梦的特殊招式威力提升为原本的1.3倍。,battery,会提高我方的特殊招式的威力。,蓄电池
218,"该特性的宝可梦所受到的接触类招式攻击伤害是原本的1⁄2，但火属性招式的伤害×2。
- 所受到的火属性接触类招式攻击伤害不变。
- 远隔特性的宝可梦对毛茸茸特性的宝可梦使用接触类招式伤害不变。。
- 携带拳击手套的宝可梦对毛茸茸特性的宝可梦使用拳类招式伤害不变。",fluffy,会将对手所给予的接触类招式的伤害减半，但火属性招式的伤害会变为２倍。,毛茸茸
219,"让对方使出会影响己方的先制招式失败，包含受到恶作剧之心、先行治疗或疾风之翼影响使优先度大于0的招式。
- 该效果与出招顺序无关。只要是先制招式，即使慢于优先度为0的招式使出，己方仍会受到该特性的保护。",dazzling,让对手吓一跳，使其无法对我方使出先制招式。,鲜艳之躯
220,每当场上有宝可梦被打倒时，特攻提高1个等级。,soul-heart,宝可梦每次变为濒死状态时，特攻会提高。,魂心
221,"该特性的宝可梦被接触类招式命中时，对手的速度降低1个等级。
接触类连续招式的每一击都会触发此特性。",tangling-hair,对于用攻击接触到自己的对手，会降低其速度。,卷发
222,"当同伴陷入昏厥状态后，无论是何原因，此宝可梦的特性变成与该同伴相同。自身离场时特性还原为接球手。
在单打对战中，此特性没有作用。
不能接收同伴的以下特性：
- 神奇守护
- 无法被复制的特性",receiver,继承被打倒的同伴的特性，变为相同的特性。,接球手
223,"当同伴陷入昏厥状态后（无论何原因造成），此宝可梦的特性变成与该同伴相同。自身离场时特性还原为化学之力。
在单打对战中，此特性没有作用。
不能接收同伴的以下特性：
- 神奇守护
- 无法被复制的特性",power-of-alchemy,继承被打倒的同伴的特性，变为相同的特性。,化学之力
224,"拥有该特性的宝可梦使用攻击招式打倒宝可梦的时候，会提高自己除ＨＰ外能力值最高的一项常规能力。
- 打倒队友时也会触发该特性。
- 以下因素不会影响最高一项能力的判定：
能力变化
对战影响道具
异常状态
- 以下因素会影响最高一项能力的判定：
力量平分
防守平分
力量戏法
奇妙空间
速度互换
- 当数项能力同为最高时，按攻击、防御、特攻、特防、速度的顺序提升其中的一项。",beast-boost,打倒对手的时候，自己最高的那项能力会提高。,异兽提升
225,携带对应各属性的存储碟，借此改变属性。,rks-system,根据持有的存储碟，自己的属性会改变。,ＡＲ系统
226,"透过让脚下布满电力，布下电气场地，持续5回合。地面上的宝可梦的电属性招式威力将会提高，并且不会变成睡眠状态。
- 携带了道具大地膜的情况下，电气场地会持续8回合。",electric-surge,出场时，会布下电气场地。,电气制造者
227,"透过在脚下张开精神场地，布下精神场地，持续5回合。让在地面上的宝可梦所持的超能力属性招式的威力提升，且不会受到对手先制招式的攻击以及优先度+1以上变化招式之影响。
- 携带了道具大地膜的情况下，精神场地会持续8回合。",psychic-surge,出场时，会布下精神场地。,精神制造者
228,"在脚下张开薄雾场地，持续5回合。让在地面上的宝可梦因龙属性招式所受到的伤害减半，且变得不会陷入异常状态及混乱的状态。
- 携带了道具大地膜的情况下，薄雾场地会持续8回合。
- 如果我方场上存在毒菱，则拥有此特性的宝可梦会先踩到毒菱，然后发动此特性。这会导致此宝可梦中毒，然后才会布下薄雾场地。",misty-surge,出场时，会布下薄雾场地。,薄雾制造者
229,"透过在脚下张开青草场地，布下青草场地，持续5回合。让在地面上的宝可梦所持的草属性招式的威力提升，且在每一回合ＨＰ会逐渐回复。此外，因地震、震级或重踏的招式造成的伤害将会减半。
- 携带了道具大地膜的情况下，青草场地会持续8回合。",grassy-surge,出场时，会布下青草场地。,青草制造者
230,"在通常情况下，能力不会被对方及同伴的招式和特性降低（例如招式可怕面孔、特性威吓等）。
金属防护特性不能阻止以下能力的降低方式：
- 自身使用降低自身能力的招式：蛮力、臂锤等；
- 自身携带降低能力的道具：黑色铁球等；
- 降低能力的异常状态：麻痹、灼伤；
- 与对方平分能力的招式：防守平分、力量平分；
- 与对方交换能力的招式：心灵互换、防守互换、力量互换；
- 与同行宝可梦传递能力的招式：接棒；
- 改变能力的招式：颠倒；",full-metal-body,不会因为对手的招式或特性而被降低能力。,金属防护
231,ＨＰ全满时，受到的攻击伤害减为原来的1⁄2。,shadow-shield,ＨＰ全满时，受到的伤害会变少。,幻影防守
232,效果绝佳招式造成的伤害降低1⁄4。,prism-armor,受到效果绝佳的攻击时，可以减弱其威力。,棱镜装甲
233,使用的效果绝佳招式的威力提升25%。,neuroforce,效果绝佳的攻击，威力会变得更强。,脑核之力
234,"出场时，自身的攻击上升1级。
每只宝可梦一场战斗中仅能发动1次。",intrepid-sword,首次出场时，攻击会提高。,不挠之剑
235,"出场时，自身的防御上升1级。
每只宝可梦一场战斗中仅能发动1次。",dauntless-shield,首次出场时，防御会提高。,不屈之盾
236,"自身的属性在使用招式之前变为所使用的招式的属性。转换属性的效果持续直到离开场地为止。每一次出场只能转换属性一次，需要替换后再次出场才能再次转换。对于两种属性的宝可梦，触发自由者时变为只有一种属性。该特性的宝可梦使用招式后，属性一致加成会以改变后的属性提升招式威力。
挣扎不会触发自由者特性。
该特性的宝可梦使用招式后，属性一致加成会根据改变后的属性提升招式威力。
当招式使用失败时，不会触发自由者；但是招式没有命中或被守住时，仍会触发自由者。
太晶化的宝可梦使用招式时不会触发自由者。",libero,变为与自己使出的招式相同的属性。每次出场战斗仅生效一次。,自由者
237,"在该特性的宝可梦没有携带道具的情况下，只要投出任何种类的第１个精灵球并且收服失败后，该特性的宝可梦会捡回此精灵球。一次对战只会发动一次（包含野生宝可梦），若收服失败时速度最快的宝可梦发动特性，其余速度较慢的便不会再发动。
在极巨团体战中不会发动。",ball-fetch,没有携带道具时，会拾取第１个投出后捕捉失败的精灵球。,捡球
238,"该特性的宝可梦受到攻击时，令除该特性以外的宝可梦速度降低1级。
连续招式的每一击都会触发此特性。",cotton-down,受到攻击后撒下棉絮，降低除自己以外的所有宝可梦的速度。,棉絮
239,"攻击原本选定的目标，无视交换场地、场上万众瞩目状态、引水、避雷针、对手宝可梦的交换。
只有目标不在场上时，才攻击同位置宝可梦。
螺旋尾鳍特性的宝可梦使用梦话、挥指会失败。
目前类似特性拥有一个游戏漏洞，请见游戏漏洞。",propeller-tail,能无视具有吸引对手招式效果的特性或招式的影响。,螺旋尾鳍
240,"该特性的宝可梦受到对方的能力下降的招式或特性时，能将这些效果反弹到使用该招式或触发该特性的宝可梦。包括黏黏网的效果。
例如：风速狗触发了威吓，使钢铠鸦的攻击下降1级。此时镜甲效果的反弹目标仅是风速狗，不会触发威吓的所有目标降低攻击效果。",mirror-armor,只反弹自己受到的能力降低效果。,镜甲
241,"此特性对古月鸟以外的其他宝可梦无效。
当拥有此特性的古月鸟使出冲浪或潜水时，会从水中叼来猎物。
如果在这个状态下受到攻击，会将嘴里的猎物吐出，使对手ＨＰ减少1⁄4。
当ＨＰ多于一半时，会叼来刺梭鱼，反击后，令目标的防御降低1级。
当ＨＰ少于或等于一半时，会叼来皮卡丘，反击后，使目标陷入麻痹状态。
当处于一口导弹状态时昏厥，会先触发反击，然后陷入昏厥状态。
极巨化后会变为不叼着猎物的形态，且即使在极巨化后使用冲浪或潜水（只有极巨团体战中的野生古月鸟可以做到），也不会叼来猎物。
一口导弹的伤害和附加效果能穿过替身。",gulp-missile,冲浪或潜水时会叼来猎物。受到伤害时，会吐出猎物进行攻击。,一口导弹
242,"攻击原本选定的目标，无视交换场地、场上万众瞩目状态、引水、避雷针、对手宝可梦的交换。
只有目标不在场上时，才攻击同位置宝可梦。
坚毅特性的宝可梦使用梦话、挥指会失败。
目前类似特性拥有一个游戏漏洞，请见游戏漏洞。",stalwart,能无视具有吸引对手招式效果的特性或招式的影响。,坚毅
243,"对战中受到对手的水属性或火属性招式攻击时，自身速度提升6级。
- 该特性的宝可梦受到水属性或火属性连续招式时，每一次攻击都能触发该特性。
- 在泡沫光线、超极巨激漩泡涡等招式导致的能力变化之后，才会触发该特性。
当该特性的宝可梦在队伍时，队伍中蛋孵化的速度提高为原来的2倍。
- 此效果不会与自身、火焰之躯或熔岩铠甲叠加，但是它会与释出之力、O能量、蛋蛋力或孵蛋碰碰叠加。",steam-engine,受到水属性或火属性的招式攻击时，速度会巨幅提高。,蒸汽机
244,"拥有此特性的宝可梦使出的声音的招式的威力会提高至1.3倍；
同时受到的声音的招式伤害会减半。",punk-rock,声音招式的威力会提高。受到的声音招式伤害会减半。,庞克摇滚
245,"当该宝可梦受到攻击时，天气转为沙暴并持续5回合。即使在受到攻击后昏厥，效果也会触发。
- 在携带了道具沙沙岩石的情况下，沙暴会持续8回合。",sand-spit,受到攻击时，会刮起沙暴。,吐沙
246,"该特性的宝可梦受到特殊招式的伤害减半。
即使招式使用目标的防御代替目标的特防进行伤害计算（例如精神冲击和精神击破），该特性依然减半伤害。
- 该特性无法减半固定伤害类招式的伤害。",ice-scales,由于有冰鳞粉的守护，受到的特殊攻击伤害会减半。,冰鳞粉
247,"该特性的宝可梦使树果效果变为２倍，包括回复ＨＰ（如文柚果）、恢复ＰＰ（如苹野果）、减半１种属性招式的伤害（如烛木果）、提升能力变化（如星桃果）、对手损伤最大ＨＰ的树果（如嘉珍果）。
熟成对以下树果无效（即使发动以下树果效果时仍然会显示特性信息）：
- 治愈异常状态或混乱状态的树果，例如：木子果等；
- 释陀果、奇秘果、兰萨果。",ripen,使树果成熟，效果变为２倍。,熟成
248,"该特性可以为冰砌鹅完全抵御一次物理招式的伤害（包括混乱对自身造成的伤害），并使冰砌鹅转变为解冻头形态，同时冰砌鹅的种族值也会发生变化。天气从其他天气变成冰雹或下雪时，会恢复为结冻头形态。
战斗结束时冰砌鹅会恢复为结冻头形态，但替换不会令已解冻的结冻头复原。如果在解冻时天气已经为冰雹或下雪，则结冻头也不会复原。
替身受到物理攻击不会令结冻头解冻。",ice-face,头部的冰会代替自己承受物理攻击，但是样子会改变。下雪时，冰会恢复原状。,结冻头
249,拥有此特性的宝可梦一方，除拥有该特性的宝可梦以外的宝可梦招式威力提高30%。,power-spot,只要处在相邻位置，招式的威力就会提高。,能量点
250,"拥有此特性的宝可梦，自身的属性将取决于当前的场地型状态而改变。
- 对战场地处于电气场地状态时，会变为电属性。
- 对战场地处于青草场地状态时，会变为草属性。
- 对战场地处于薄雾场地状态时，会变为妖精属性。
- 对战场地处于精神场地状态时，会变为超能力属性。
当场地型状态消失时，宝可梦会恢复原本的属性。拥有拟态特性的宝可梦在变身状态下会先恢复变身前的原属性，而非所变身对象的属性。
拟态特性的触发条件为：当拥有该特性的宝可梦在场地存在时替换上场，或场地型状态发生变化；通过其他方式（如浸水）改变属性会覆盖拟态特性带来的属性变化。
无论拥有拟态特性的宝可梦是否具有地面属性，该特性都会生效。
若拥有拟态特性的宝可梦因森林咒术或万圣夜获得额外属性，当场地型状态触发拟态特性时，通常仅会改变其常规属性而不影响额外属性。但若该宝可梦因森林咒术变为草属性时又因青草场地变为草属性，则森林咒术的效果会消失。",mimicry,宝可梦的属性会根据场地的状态而变化。,拟态
251,当该特性的宝可梦出场时，解除双方场地的光墙、反射壁和极光幕状态。,screen-cleaner,出场时，敌方和我方的光墙、反射壁和极光幕的效果会消失。,除障
252,"拥有该特性的宝可梦在场时，自身和场上全部同伴宝可梦使用钢属性招式威力×1.5。
一方场上存在多只该特性的宝可梦时，效果累积。",steely-spirit,我方的钢属性攻击威力会提高。,钢之意志
